case_name_final,year_final,court_final,judge_final,docket_number_final,recap_found,opinion_found,data_source_for_text,true_ai_defendants_final,plaintiff_type_lexis,case_theme,procedural_stage_final,outcome_detected_final,motion_outcome_specific_final,dominant_topic,topic_keywords,text_cluster,cluster_keywords,top_tfidf_keywords,nearest_case_name,nearest_case_similarity,fair_use_nlp_score,training_data_nlp_score,scraping_nlp_score,market_harm_nlp_score,memorization_output_nlp_score,dmca_cmi_nlp_score,training_data_conflict_index,fair_use_salience_index,output_risk_index,remedy_pressure_index,case_summary_final
"Pierce v. Photobucket, Inc.",2024,"District Court, D. Colorado",Philip A. Brimmer,1:24-cv-03432,True,True,LexisNexis Text + RECAP Metadata,,visual_artist_or_image_owner,training_data_copyright,discovery; motion_to_dismiss; summary_judgment,dismissed,unknown,0,"openai, complaint, plaintiffs, defendants, 3d, claim, works",4,"mr, flycatcher, amazon, royalty, feldman, dr, kelly",arbitration; pierce; docket; mr; photos; terms; 10th; 10th cir; plaintiffs; choice law; account; leonard,Daniels v. City of Killeen,0.27761925286022676,0,7,0,0,0,6,0.06086956521739131,0.0,0.0,0.18518518518518517,"Pierce v. Photobucket Inc., 2026 U.S. Dist. LEXIS 49362 PHILIP A. BRIMMER ORDER This matter comes before the Court on Defendant Photobucket.com Inc.'s Amended Motion to Compel Arbitration and Stay Proceedings [Docket No. 25] and Defendant Photobucket.com, Inc.'s Motion to Dismiss the Amended Complaint [Docket No. 54]. The Court has jurisdiction pursuant to 28 U.S.C. § 1331 . I. FACTS Defendant Photobucket Inc. (""Photobucket"") was founded over twenty years ago and provides online photo storage to its users. Docket No. 51 at 4, ¶ 12. Photobucket currently stores 13 billion photos on behalf of its users. Id. Plaintiffs Mac Pierce, Niki Hughes, and Valerie Cumming used Photobucket to store photos. Id. , ¶¶ 7, 8, 10-11. Mr. Pierce last logged into his account in approximately 2014. Id. at 21, ¶ 94. Ms. Hughes last logged into her account in 2010 or 2011. Docket No. 32-3 at 2, ¶ 6. Ms. Cumming"
Rebecca Cook v. 3M Company,2024,"District Court, D. South Carolina",Richard Mark Gergel,2:24-cv-07399,True,True,LexisNexis Text + RECAP Metadata,,legal_database_or_research_provider,training_data_copyright,discovery,denied; granted,unknown,4,"speech, anthropic, claude, injunction, ai, ab, publishers",4,"mr, flycatcher, amazon, royalty, feldman, dr, kelly",plaintiff counsel; counsel; sanctions; reply; 2025; ecf; remand; cases; extension; fake; bad faith; bad,"Green Building Initiative, Inc. v. Green Globe International, Inc.",0.27472123223599393,0,1,0,0,0,0,0.008695652173913044,0.8,0.0,0.0,"Benjamin v. Costco Wholesale Corp., 779 F. Supp. 3d 341 This decision contains references to invalid citations in the original text of the opinion. They are relevant to the decision and therefore have not been editorially corrected. Linking has been removed from those citations. Benjamin v. Costco Wholesale Corp., 766 F. Supp. 3d 419 , 2025 U.S. Dist. LEXIS 32316 (E.D.N.Y., Feb. 12, 2025) LEE G. DUNST ORDER IMPOSING SANCTIONS LEE G. DUNST , Magistrate Judge: A client expects that her attorney will vigorously pursue her case and make persuasive arguments on her behalf to the court. And she expects that the lawyer will perform the work in an efficient manner. Likewise, courts expect submissions from attorneys to be accurate. They similarly anticipate counsel will identify the appropriate authority supporting a legal position presented to the court. None of that happened here. In this case,"
"The Babylon Bee, LLC v. Feldstein Soto",2024,"District Court, E.D. California",John A. Mendez,2:24-cv-02787,True,True,LexisNexis Text + RECAP Metadata,,visual_artist_or_image_owner,other_ai_copyright,appeal; discovery; preliminary_injunction; summary_judgment,granted,unknown,4,"speech, anthropic, claude, injunction, ai, ab, publishers",0,"speech, anthropic, claude, injunction, ab, publishers, pure sports",ab; speech; msj; content; parody; amendment; california; scrutiny; strict scrutiny; political; viewpoint; satire,X.AI LLC v. Bonta,0.3573857378513694,0,0,0,0,0,0,0.0,0.0,0.0,0.35304659498207885,"Kohls v. Bonta, 797 F. Supp. 3d 1177 Kohls v. Bonta, 752 F. Supp. 3d 1187 , 2024 U.S. Dist. LEXIS 179933 , 2024 WL 4374134 (Oct. 2, 2024) JOHN A. MENDEZ ORDER GRANTING PLAINTIFFS' MOTION FOR SUMMARY JUDGMENT (AB 2839) I. INTRODUCTION AND BACKGROUND Plaintiffs Christopher Kohls (aka ""Mr. Reagan""), The Babylon Bee, LLC (""The Bee"") and Kelly Chang Rickert are parodists and humorists who create digital content about politics on various internet platforms and social media websites. See P. Statement of Undisputed Facts (""PSUF"") ¶¶ 14-17, 53-54, 69-80, ECF. No. 47. Plaintiffs' posts contain demonstrably false, exaggerated, and hyperbolic information. Id. ¶¶ 26, 29, 62, 100. They contend that their videos, posts, and articles are part of a long-held American tradition of ridiculing and criticizing candidates and elected officials across the political spectrum. However, their satirical media pose"
"United Continental Holdings v. American Airlines, Inc.",2024,"District Court, C.D. California",Otis D. Wright II,2:24-cv-07984,True,True,LexisNexis Text + RECAP Metadata,,visual_artist_or_image_owner,output_memorization,motion_to_dismiss; transfer_or_mdl,denied; dismissed; granted,unknown,0,"openai, complaint, plaintiffs, defendants, 3d, claim, works",1,"defendants, openai, complaint, plaintiffs, 3d, works, claim",perplexity; new york; york; plaintiffs; sac; jurisdiction; personal jurisdiction; business new; business; rag; 2d; website,"Comet ML Inc. v. Perplexity AI, Inc.",0.2784350940286932,0,0,2,0,26,0,0.125,0.0,0.22033898305084745,0.0,"Dow Jones & Co., Inc. v. Perplexity AI, Inc., 797 F. Supp. 3d 305 Motion granted by Dow Jones & Co. v. Perplexity AI, Inc., 2026 U.S. Dist. LEXIS 76510 (Apr. 6, 2026) KATHERINE POLK FAILLA OPINION AND ORDER KATHERINE POLK FAILLA , District Judge: This case stands at the crossroads of artificial intelligence and intellectual property. Plaintiffs Dow Jones & Company, Inc. ("" Dow Jones "") and NYP Holdings, Inc. ("" NYP Holdings "") (collectively, ""Plaintiffs"") bring this action against Defendant Perplexity AI, Inc. ("" Perplexity ""), alleging claims of copyright infringement pursuant to 17 U.S.C. § 106 , and false designation of origin and trademark dilution pursuant to 15 U.S.C. § 1125 . Defendant moves to dismiss Plaintiffs' Second Amended Complaint (the ""SAC"") in its entirety pursuant to Federal Rules of Civil Procedure 12(b)(2) and 12(b)(3) , or, in the alternative, to transfer this action"
WEX INC v. HP INC,2024,"District Court, D. Maine",John A. Woodcock Jr.,2:24-cv-00121,True,True,LexisNexis Text + RECAP Metadata,,book_author_or_author_group,ai_authorship_registration,appeal; discovery; preliminary_injunction; transfer_or_mdl,dismissed; granted; settled_or_stipulated,unknown,2,"ravine, mark, trademark, open, open ai, uspto, ai",2,"mark, ravine, trademark, ai, decl, marks, fac",butler; survey; decl; attach; respondents; pl; software; customers; solutions; ms; workforce; company,"Comet ML Inc. v. Perplexity AI, Inc.",0.19673214133578423,0,0,0,0,0,0,0.0,0.0,0.0,0.24193548387096775,"WEX Inc. v. HP Inc., 2024 U.S. Dist. LEXIS 119715 Appeal dismissed by, Judgment entered by Wex Inc. v. HP Inc., 2024 U.S. App. LEXIS 33674 (1st Cir., Oct. 28, 2024) JOHN A. WOODCOCK, JR. ORDER ON MOTION FOR PRELIMINARY INJUNCTION At issue in this motion for preliminary injunction is whether the defendant's new software, which bears the same name as the plaintiff company, infringes on the plaintiff's trademarks. The plaintiff asks the court to enjoin the defendant from using any allegedly infringing mark for the duration of this litigation. Applying the First Circuit's criteria for assessing likelihood of consumer confusion, the Court determines the plaintiff is likely to succeed on the merits because the marks at issue are nearly identical, the products are similar, the parties use the same marketing terms to promote the products, the plaintiff's marks are strong, and the plaintiff has p"
Zhang v. Google LLC,2024,"District Court, N.D. California",Eumi K. Lee,5:24-cv-02531,True,True,LexisNexis Text + RECAP Metadata,Google,unknown,other_ai_copyright,motion_to_dismiss,denied; dismissed; granted,unknown,0,"openai, complaint, plaintiffs, defendants, 3d, claim, works",3,"llp, plaintiffs, ca, francisco ca, san francisco, francisco, san",google; google generative; ai copyright; individually behalf; martínez olguín; martínez; araceli martínez; araceli; olguín; behalf similarly; clarkson; administrative,Zhang v. Google LLC,0.3478973363631675,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"J.L. v. Alphabet Inc., 2024 U.S. Dist. LEXIS 118100 Motion granted by In re Google Generative AI Copyright Litig., 2025 U.S. Dist. LEXIS 75740 , 2025 WL 1159998 (Apr. 21, 2025) Dismissed by In re Google Generative AI Copyright Litig., 2025 U.S. Dist. LEXIS 178419 , 2025 WL 2624885 (Sept. 11, 2025) Request denied by In re Google Generative AI Copyright Litig., 2025 U.S. Dist. LEXIS 265430 , 2025 WL 3688140 (Dec. 19, 2025) Request denied by In re Google Generative AI Copyright Litig., 2026 U.S. Dist. LEXIS 21579 , 2026 WL 266627 (Feb. 2, 2026) Request granted, Motion granted by, in part, Motion denied by, in part In re Google Generative AI Copyright Litig., 2026 U.S. Dist. LEXIS 50738 , 2026 LX 171032 (Mar. 11, 2026) ARACELI MARTÍNEZ-OLGUÍN ORDER GRANTING MOTION TO DISMISS WITH LEAVE TO AMEND AND DENYING ADMINISTRATIVE MOTION TO RELATE WITHOUT PREJUDICE Re: Dkt. Nos. 33, 42 Before the Cour"
Zhang v. Google LLC,2024,"District Court, N.D. California",Eumi K. Lee,5:24-cv-02531,True,True,LexisNexis Text + RECAP Metadata,Google,book_author_or_author_group,training_data_copyright,discovery,denied,unknown,1,"llp, ca, plaintiffs, francisco ca, san, san francisco, francisco",3,"llp, plaintiffs, ca, francisco ca, san francisco, francisco, san",google; ca; law firm; clarkson; firm; grindal nauen; lockridge grindal; nauen; grindal; lockridge; saveri; joseph saveri,"Chabon v. OpenAI, Inc.",0.4476554024023027,0,35,2,0,0,0,0.42934782608695654,0.0,0.0,0.0,"In re Google Generative AI Copyright Litig., 2025 U.S. Dist. LEXIS 265430 J.L. v. Alphabet Inc., 2024 U.S. Dist. LEXIS 118100 , 2024 WL 3282528 (June 6, 2024) SUSAN VAN KEULEN ORDER RE DISCOVERY DISPUTE Re: Dkt. No. 302 Before the Court is the fourth discovery dispute in a line of disputes relating to Plaintiffs' efforts to identify the Named Plaintiffs' and putative class members' works that were used by Defendant Google LLC ("" Google "") in training its AI models. Dkt. 302; see also Dkts. 140, 159, 209. Plaintiffs first sought the provision of source code, which this Court denied. Based on Google 's representations that it was the training datasets, not the source code, that would enable such identification, the Court approved (with some modifications) an inspection protocol for training datasets proffered by Google and agreed to by Plaintiffs. See Dkts. 140, 155. The subsequent dispute"
Anthony v. County of San Diego,2025,"District Court, S.D. California",Dana Makoto Sabraw,3:25-cv-00310,True,True,LexisNexis Text + RECAP Metadata,,visual_artist_or_image_owner,ai_authorship_registration,discovery; summary_judgment; transfer_or_mdl,denied; dismissed_with_prejudice; granted; transferred,summary_judgment_denied,3,"mr, dr, amazon, royalty, patent, zhao, expert",4,"mr, flycatcher, amazon, royalty, feldman, dr, kelly",kelly; mr; doc; young; default; counterfeit; venue; enterprise; fraud; photograph; sheriff; complaint,Kelly v. Custer,0.2522300983222399,0,0,0,0,0,0,0.0,0.0,0.2608695652173913,0.037037037037037035,"Kelly v. Young, 2025 U.S. Dist. LEXIS 233598 Summary judgment denied by, Motion denied by Kelly v. Young, 2026 U.S. Dist. LEXIS 30067 (Feb. 12, 2026) Michael T. Liburdi ORDER Before the Court is pro se Plaintiff David Kelly's Amended Complaint (Doc. 19), Motion to Retransfer Venue (Doc. 32), Motion to Direct the U.S. Marshals Service to Serve All Defendants (Doc. 40), and several miscellaneous motions (Docs. 24, 28, 37, 39). I. FACTUAL BACKGROUND This case centers around a photograph titled, "" Remembering September 11, 2001. "" (Doc. 19 ¶ 18.) Mr. Kelly alleges he is the sole creator of this image and provides its registration with the United States Copyright Office, which lists Mr. Kelly as the claimant. ( Id. ¶ 32.) According to the complaint, Defendant Raymond Young ""[i]n or around 2002, . . . unlawfully created an altered digital copy of the image and began printing and distributing c"
BULLENS v. OPENAI L.P.,2025,"District Court, S.D. Indiana",Tanya Walton Pratt,1:25-cv-01024,True,False,LexisNexis Text + RECAP Metadata,OpenAI,copyright_registration_ai_author,ai_authorship_registration,appeal; copyright_registration; discovery,denied; dismissed; granted,unknown,0,"openai, complaint, plaintiffs, defendants, 3d, claim, works",1,"defendants, openai, complaint, plaintiffs, 3d, works, claim",dkt; rule 60; final judgment; 60; 60 motion; judgment; second amended; dkt 64; supplement; 7th cir; amended complaint; complaint,Daniels v. City of Killeen,0.27516135101498507,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"Bullens v. OpenAI L.P., 2025 U.S. Dist. LEXIS 259534 Bullens v. Openai L.P., 2025 U.S. Dist. LEXIS 142632 , 2025 WL 2097419 (July 25, 2025) Tanya Walton Pratt ORDER ON POST-JUDGMENT MOTIONS This matter is before the Court on several post-judgment motions filed by pro se Plaintiff Ronald Bullens (""Bullens""), including a Motion to Reopen Case and Reinstate Second Amended Complaint (Dkt. 57), Motion for Leave to Supplement Record (Dkt. 64), Emergency Motion for Temporary Restraining Order (Dkt. 61), Motion for Limited Expedited Discovery (Dkt. 62), and Motion to Shorten Time (Dkt. 63). For the following reasons, Bullens' Motion for Leave to Supplement Record (Dkt. 64) is granted , his Motion to Reopen Case is denied , and his remaining motions are denied as moot . This action remains closed , and any further review of this Court's orders must be sought with the Seventh Circuit Court of Appe"
"Bartz, et al. v. Anthropic, PBC",2025,Court of Appeals for the Ninth Circuit,"WILLIAM ALSUP , UNITED STATES DISTRICT JUDGE.",25-4843,True,True,LexisNexis Text + RECAP Metadata,Anthropic,book_author_or_author_group,training_data_copyright,appeal; class_action; discovery; summary_judgment,denied; granted; settled_or_stipulated,unknown,4,"speech, anthropic, claude, injunction, ai, ab, publishers",0,"speech, anthropic, claude, injunction, ab, publishers, pure sports",anthropic; books; copies; library; claude; authors; print; llms; opp; use; pirated; works,"Concord Music Group, Inc. v. Anthropic PBC",0.4054340403554251,76,3,0,2,38,0,0.13719806763285022,2.0,0.3220338983050847,0.0,"Bartz v. PBC, 787 F. Supp. 3d 1007 Class certification granted by, in part, Class certification denied by, in part Bartz v. Anthropic PBC, 791 F. Supp. 3d 1038 , 2025 U.S. Dist. LEXIS 136877 , 2025 WL 1993577 (July 17, 2025) Stay denied by Bartz v. Anthropic PBC, 2025 U.S. Dist. LEXIS 154870 , 2025 WL 2308091 (Aug. 11, 2025) Settled by Bartz v. Anthropic PBC, 2025 U.S. Dist. LEXIS 205531 , 2025 WL 2961371 (Oct. 17, 2025) Motion granted by, Motion denied by Bartz v. PBC, 2026 U.S. Dist. LEXIS 8609 (Jan. 15, 2026) WILLIAM ALSUP ORDER ON FAIR USE INTRODUCTION An artificial intelligence firm downloaded for free millions of copyrighted books in digital form from pirate sites on the internet. The firm also purchased copyrighted books (some overlapping with those acquired from the pirate sites), tore off the bindings, scanned every page, and stored them in digitized, searchable files. All the f"
"Comet ML Inc. v. Perplexity AI, Inc.",2025,"District Court, N.D. California",Yvonne Gonzalez Rogers,4:25-cv-04088,True,False,LexisNexis Text + RECAP Metadata,,copyright_registration_ai_author,training_data_copyright,discovery; preliminary_injunction,unknown,unknown,2,"ravine, mark, trademark, open, open ai, uspto, ai",2,"mark, ravine, trademark, ai, decl, marks, fac",perplexity; browser; ml; mark; ai; products; tr; evidence; confusion; perplexity ai; likelihood; factor,"OpenAI, Inc. v. Open Artificial Intelligence, Inc.",0.2969827604450754,0,3,0,0,0,0,0.02608695652173913,0.05714285714285714,0.0,0.27419354838709675,"Comet ML Inc. v. Perplexity AI, Inc., 2025 U.S. Dist. LEXIS 127378 YVONNE GONZALEZ ROGERS Order Granting in Part and Denying in Part Motion for Preliminary Injunction Re: Dkt. Nos. 19, 60, 61, 62, 63, & 71. Plaintiff Comet ML Inc. ("" CML "") moves for a preliminary injunction enjoining the launch of defendant Perplexity AI, Inc. 's ("" Perplexity 's"") forthcoming web browser, whose name it alleges infringes on its valid trademark. The motion is fully briefed and the Court held a full day evidentiary hearing on the matter on June 25, 2025. Having carefully considered the papers submitted and the pleadings in this action, and for the reasons set forth below, the Court hereby Grants in part and Denies in Part the motion. In summary, the Court will allow the browser itself to launch but enjoins all other activity pending trial. I. Background CML alleges as follows: CML is a ""technology and sof"
"Diamond Comic Distributors, Inc.",2025,"United States Bankruptcy Court, D. Maryland",David Eugene Rice,25-10308,True,False,LexisNexis Text + RECAP Metadata,,unknown,other_ai_copyright,appeal; discovery,granted,unknown,0,"openai, complaint, plaintiffs, defendants, 3d, claim, works",1,"defendants, openai, complaint, plaintiffs, 3d, works, claim",berry; theta; 300; cases; california rules; rules court; department; court rule; fac; tokens; related; retaliation,"Playground AI LLC v. Mighty Computing, Inc.",0.1460963412813172,0,0,0,0,0,0,0.0,0.05714285714285714,0.0,0.037037037037037035,"Kowal v. Sliver VR Techs., Inc., 2026 Cal. Super. LEXIS 18659 Lawrence P. Riff NATURE OF PROCEEDINGS: Hearing on Motion for Order to Relate Cases The court's tentative ruling has been posted on the court's website for review prior to the hearing. The matter is called for hearing. After hearing argument from the parties, the Court adopts its tentative ruling as the Order of the Court as follows: Background of 25SMCV06536 Kowal v. Sliver VR Technologies On December 15, 2025, Jerry Kowal, individually and derivatively on behalf of Sliver VR Technologies, Inc. , filed this action against Theta Labs, Inc. and Mitchell Liu as well as nominal defendant Sliver VR . The complaint asserted causes of action for: 1. fraudulent misrepresentation; 2. breach of contract; 3. breach of implied covenant of good faith and fair dealing; 4. promissory estoppel; 5. retaliation in violation of Labor Code §1102"
"Entrepreneur Media, LLC v. Meta Platforms, Inc.",2025,"District Court, N.D. California",Vince Girdhari Chhabria,3:25-cv-09579,True,False,LexisNexis Text + RECAP Metadata,Meta,book_author_or_author_group,training_data_copyright,copyright_registration; discovery,granted_in_part_denied_in_part,unknown,1,"llp, ca, plaintiffs, francisco ca, san, san francisco, francisco",3,"llp, plaintiffs, ca, francisco ca, san francisco, francisco, san",meta; rfp; plaintiffs; deposit; models; schiller; levitt; dicello; dicello levitt; shadow; schiller flexner; flexner,"Suddeth v. Meta Platforms, Inc.",0.4031657952903982,4,57,0,0,0,0,0.4956521739130435,0.10977443609022555,0.0,0.0,"Kadrey v. Meta Platforms, Inc., 2024 U.S. Dist. LEXIS 221756 Kadrey v. Meta Platforms, Inc., 2023 U.S. Dist. LEXIS 207683 , 2023 WL 8039640 (N.D. Cal., Nov. 20, 2023) THOMAS S. HIXSON DISCOVERY ORDER Re: Dkt. Nos. 293, 294 The Court rules on ECF Nos. 293 and 294 as follows. A. ECF No. 293 (Plaintiffs' Requests for Admission) 1. RFAs 3-6, 17, 20, 23, 34, 43, 45-89, 90-96 RFAs 3-6 asked Meta to admit that the datasets used to trained Llama 1, 2 and 3 and used or that will be used to train Llama 4 ""included copyrighted books."" For each, Meta ""admits that text from a published and commercially-available version of one or more books is included in a Dataset used to train Llama [1, 2 or 3 or that may be used to train Llama 4]. As Meta lacks knowledge as to whether that text also appeared in the deposit copies submitted to the U.S. Copyright Office, which delimits what is covered by the corresp"
"In Re: OpenAI, Inc. Copyright Infringement Litigation",2025,"District Court, S.D. New York",Sidney H. Stein,1:25-md-03143,True,True,LexisNexis Text + RECAP Metadata,OpenAI,book_author_or_author_group,training_data_copyright,class_action; transfer_or_mdl,denied,unknown,1,"llp, ca, plaintiffs, francisco ca, san, san francisco, francisco",3,"llp, plaintiffs, ca, francisco ca, san francisco, francisco, san",llp; ca; francisco ca; boies; schiller; schiller flexner; flexner; san; san francisco; francisco; llp san; openai,Robinson v. Revlon Consumer Products Corporation,0.8923462992023816,10,1,0,2,0,0,0.11980676328502415,0.13157894736842105,0.0,0.0,"In re Openai, Inc., 2025 U.S. Dist. LEXIS 122478 In re Openai, Inc., 776 F. Supp. 3d 1352 , 2025 U.S. Dist. LEXIS 66349 (Apr. 3, 2025) Ona T. Wang ORDER ONA T. WANG , United States Magistrate Judge : The Court is in receipt of the parties' responses to ECF 203, filed at ECF Nos. 225/229 and 230, regarding the parties' omnibus protective order proposals, as well as ECF 223 regarding the parties' deposition protocol. The parties resolved the ""source code printout"" issue, and filed supplemental letter briefs regarding two remaining issues: (1) the cross-use of Plaintiffs' documents by OpenAI and (2) OpenAI 's ""overuse"" of the AEO designation and related disclosure. I. ""Cross-Use"" of Plaintiffs' Documents OpenAI asserts, in conclusory fashion, that absent broad, unfettered cross-use of Plaintiffs' documents, ""[f]or the reasons discussed in OpenAI 's supplemental letter regarding the Depositi"
"In Re: OpenAI, Inc. Copyright Infringement Litigation",2025,Court of Appeals for the Second Circuit,"Karen K. Caldwell , Chair. Nathaniel M. Gorton , Roger T. Benitez , Madeline Cox Arleo , Matthew F. Kennelly , Dale A. Kimball .",25-1756,True,True,LexisNexis Text + RECAP Metadata,OpenAI,book_author_or_author_group,training_data_copyright,class_action; discovery; transfer_or_mdl,denied; dismissed; granted; transferred,unknown,0,"openai, complaint, plaintiffs, defendants, 3d, claim, works",1,"defendants, openai, complaint, plaintiffs, 3d, works, claim",2025; openai; centralization; district new; actions; et al; al; et; southern district; southern; transferee; district,Basbanes v. Microsoft Corporation,0.3722244207169001,0,1,0,0,4,12,0.008695652173913044,0.0,0.03389830508474576,0.0,"In re Openai, Inc., 776 F. Supp. 3d 1352 Request granted In re Openai, Inc., 2025 U.S. Dist. LEXIS 97943 , 2025 WL 1442678 (May 13, 2025) Motion denied by In re Openai, Inc., Copyright Infringement Litig., 2025 U.S. Dist. LEXIS 117811 , 2025 WL 1726973 (June 20, 2025) Request denied by In re Openai, Inc., 2025 U.S. Dist. LEXIS 122478 , 2025 WL 1745267 (June 24, 2025) Motion denied by, Without prejudice In re OpenAI, Inc., 2025 U.S. Dist. LEXIS 125513 (July 1, 2025) Later proceeding at In re OpenAI, Inc., 2025 U.S. Dist. LEXIS 138973 (July 21, 2025) Request denied by, Motion denied by, in part, Motion dismissed by, in part In re OpenAI, Inc. Copyright Infringement Litig., 2025 U.S. Dist. LEXIS 212093 , 2025 WL 3014376 (Oct. 27, 2025) Later proceeding at In re Openai, Inc., 2025 U.S. Dist. LEXIS 212552 (Oct. 28, 2025) Later proceeding at In re Openai, Inc., 2025 U.S. Dist. LEXIS 222098 (No"
"Justice v. Suno, Inc.",2025,"District Court, D. Massachusetts",F. Dennis Saylor IV,1:25-cv-11739,True,False,LexisNexis Text + RECAP Metadata,,music_rightsholder,training_data_copyright,discovery,denied; settled_or_stipulated,unknown,4,"speech, anthropic, claude, injunction, ai, ab, publishers",3,"llp, plaintiffs, ca, francisco ca, san francisco, francisco, san",plaintiffs; discovery; ai; investigators; music; communications; materials; needs case; custodians; agreements; market; licensing,In Re Mosaic LLM Litigation,0.27522837821774415,6,7,2,14,50,0,0.9636473429951691,0.7039473684210527,0.423728813559322,0.0,"UMG Recordings, Inc. v. Suno, Inc., 2026 U.S. Dist. LEXIS 75423 Umg Recordings, Inc. v. Suno, Inc., 2025 U.S. Dist. LEXIS 254479 , 2025 WL 3524289 (Dec. 9, 2025) Paul G. Levenson ORDER REGARDING DISCOVERY DISPUTES LEVENSON , U.S.M.J. INTRODUCTION On March 12, 2026, I held a discovery conference with the parties, in keeping with Local Rule 37.1 . Docket No. 197. During that conference, counsel addressed various issues in discovery disputes that they had previously outlined in detailed emails to the Court. As set forth on the record during the March 12, 2026, conference, some of the issues that the parties raised are ripe for immediate resolution, while others are the subject of ongoing discussions between the parties. I write here to clarify which issues have been resolved, and which remain open, and to provide a record, upon which either party might rely, to seek review by Judge Saylor o"
"Meriland Keith Dillard v. CBS Studios, Inc.",2025,"District Court, C.D. California",John Arnold Kronstadt,8:25-cv-02091,True,True,LexisNexis Text + RECAP Metadata,,book_author_or_author_group,training_data_copyright,appeal; copyright_registration; motion_to_dismiss; preliminary_injunction; summary_judgment,affirmed; denied; dismissed_with_prejudice; granted,motion_to_dismiss_granted,0,"openai, complaint, plaintiffs, defendants, 3d, claim, works",1,"defendants, openai, complaint, plaintiffs, 3d, works, claim",works; dkt; series; television; 9th; 9th cir; accused; cbs; copying; tro; 3d; cir,ODOM v. JOHNSON & JOHNSON,0.3168641951471084,0,1,0,0,0,0,0.008695652173913044,0.0,0.43478260869565216,0.04838709677419355,"Dillard v. CBS Studios, Inc., 2026 U.S. Dist. LEXIS 60172 Dillard v. CBS Studios, Inc., 2025 U.S. Dist. LEXIS 201754 , 2025 WL 2881878 (Sept. 29, 2025) JOHN A. KRONSTADT CIVIL MINUTES — GENERAL Proceedings: (IN CHAMBERS) ORDER RE PLAINTIFF'S MOTION TO STAY (DKT. 40); DEFENDANT'S MOTION TO DISMISS (DKT. 44) [JS-6: CASE TERMINATED] I. Introduction On September 16, 2025, Meriland Keith Dillard (""Plaintiff"") brought this copyright infringement action against CBS Studios, Inc. (""Defendant""). Dkt. 1. The Complaint advances the following causes of action: (1) Copyright infringement, 17 U.S.C. §§ 101, et seq. ; (2) Unfair competition, Cal. Bus. & Prof. Code § 17200 ; (3) Breach of implied contract; (4) Misappropriation of ideas; and (5) Declaratory relief. Id. ¶¶ 41-63. Concurrently with the filing of the Complaint, Plaintiff filed a Motion for Temporary Restraining Order and Preliminary Injunct"
Ryanair DAC v. Booking Holdings Inc,2025,Court of Appeals for the Third Circuit,"Hon. Jonathan J.C. Grey , United States District Judge.",25-1374,True,False,LexisNexis Text + RECAP Metadata,,book_author_or_author_group,other_ai_copyright,unknown,dismissed_without_prejudice; granted,unknown,0,"openai, complaint, plaintiffs, defendants, 3d, claim, works",1,"defendants, openai, complaint, plaintiffs, 3d, works, claim",robinson; patent; 1915; 28 1915; proceed; fees costs; fees; programs; jonathan; relief; costs; run,"Gholami v. OpenAI, Inc.",0.12192862948047692,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"Robinson v. Glob. Semiconductor All. GSA, 2024 U.S. Dist. LEXIS 164521 Jonathan J.C. Grey OPINION AND ORDER GRANTING APPLICATION TO PROCEED WITHOUT PREPAYING FEES OR COSTS AND DISMISSING COMPLAINT Pro se plaintiff Kay C. Robinson, Jr. filed this case against Global Semiconductor Alliance (GSA) on July 10, 2024. (ECF No. 1.) Robinson alleges that various unnamed parties are pooling funds for the defendant's benefit by using Robinson's patented Fiber-Optic Connected Logic (FOCL); specifically, that ""various semiconductor manufacturing companies for the purpose of optical and photonic computing"" are using it to run dozens of artificial intelligence (AI) programs. For the following reasons, the Court GRANTS Robinson's application to proceed without prepaying fees and costs and DISMISSES the complaint under 28 U.S.C. § 1915(e)(2) . I. Factual Background In the complaint, Robinson alleges the "
"Suddeth v. Meta Platforms, Inc.",2025,"District Court, N.D. California",Richard G. Seeborg,3:25-cv-08581,True,False,LexisNexis Text + RECAP Metadata,Meta,book_author_or_author_group,other_ai_copyright,class_action; motion_to_dismiss,denied; dismissed; granted,motion_to_dismiss_granted,0,"openai, complaint, plaintiffs, defendants, 3d, claim, works",1,"defendants, openai, complaint, plaintiffs, 3d, works, claim",meta; 230; plaintiffs; ads; section; content; claim; meta platforms; unjust; role; advertisements; investment,"Entrepreneur Media, LLC v. Meta Platforms, Inc.",0.4031657952903982,0,0,0,0,0,0,0.0,0.17142857142857143,0.0,0.0,"Suddeth v. Meta Platforms, Inc., 2026 U.S. Dist. LEXIS 62629 RICHARD SEEBORG ORDER GRANTING MOTION TO DISMISS CLASS ACTION COMPLAINT WITH LEAVE TO AMEND In this putative class action, licensed investment advisers, planners, brokers, and other financial professionals (Plaintiffs) sued Meta for its role in a fraudulent scheme involving Chinese penny stocks. Plaintiffs aver that Meta facilitated the dissemination of advertisements on its platforms which fraudulently showed them endorsing the stocks. Meta moves to dismiss, arguing that it is immune from liability under section 230 of the Communications Decency Act, 47 U.S.C. § 230(c) , and that Plaintiffs have failed to state a claim on the merits. Meta is correct that, at present and in contrast to a recent related case, Plaintiffs largely seek to hold Meta liable ""as the publisher or speaker"" of content produced exclusively by other partie"
